Flight Number,Departure Airport,Arrival Airport,Departure Time,Arrival Time,Delay Minutes,Weather Condition,Delay Reason,Airline
AI269,ATL,LAX,2025-01-03 10:00:00,2025-01-03 20:00:00,16,Clear,Weather,Air France
UN164,JFK,CDG,2025-01-20 05:00:00,2025-01-20 14:00:00,117,Heavy Rain,Air Traffic,United
AM638,CDG,DXB,2025-03-14 21:00:00,2025-03-14 23:00:00,60,Storm,Weather,American Airlines
LU858,AMS,SIN,2025-02-22 13:00:00,2025-02-22 19:00:00,6,Clear,Crew Issues,Lufthansa
AI838,DXB,ATL,2025-02-05 21:00:00,2025-02-06 04:00:00,16,Clear,Technical Issue,Air France
LU435,DXB,AMS,2025-01-22 20:00:00,2025-01-23 00:00:00,45,Storm,Weather,Lufthansa
LU548,DFW,SIN,2025-01-19 16:00:00,2025-01-20 03:00:00,25,Clear,Weather,Lufthansa
AM288,ATL,AMS,2025-03-07 16:00:00,2025-03-08 01:00:00,28,Clear,Security,American Airlines
LU752,LAX,DXB,2025-02-12 09:00:00,2025-02-12 19:00:00,23,Clear,Technical Issue,Lufthansa
UN277,ORD,CDG,2025-01-09 18:00:00,2025-01-10 01:00:00,17,Clear,Security,United
EM787,LAX,JFK,2025-03-19 15:00:00,2025-03-19 17:00:00,6,Clear,Air Traffic,Emirates
AI985,DFW,ORD,2025-03-22 05:00:00,2025-03-22 07:00:00,16,Clear,Air Traffic,Air France
UN410,DFW,ATL,2025-02-28 03:00:00,2025-02-28 07:00:00,56,Heavy Rain,Technical Issue,United
DE399,JFK,AMS,2025-03-24 20:00:00,2025-03-25 01:00:00,179,Storm,Weather,Delta
EM359,SIN,CDG,2025-03-20 04:00:00,2025-03-20 09:00:00,20,Clear,Weather,Emirates
EM285,JFK,ATL,2025-03-15 14:00:00,2025-03-16 01:00:00,17,Fog,Weather,Emirates
LU288,JFK,ATL,2025-03-08 04:00:00,2025-03-08 08:00:00,0,Clear,No Delay,Lufthansa
DE762,SIN,ATL,2025-01-14 17:00:00,2025-01-14 19:00:00,2,Clear,Security,Delta
AM640,ATL,AMS,2025-02-12 20:00:00,2025-02-13 07:00:00,2,Clear,Air Traffic,American Airlines
DE990,LHR,ORD,2025-03-06 19:00:00,2025-03-07 02:00:00,16,Clear,Security,Delta
EM809,JFK,LHR,2025-01-12 22:00:00,2025-01-13 02:00:00,160,Storm,Weather,Emirates
AM798,DXB,JFK,2025-03-18 19:00:00,2025-03-19 06:00:00,8,Clear,Security,American Airlines
DE347,LAX,DFW,2025-02-03 16:00:00,2025-02-03 20:00:00,12,Clear,Air Traffic,Delta
UN707,DFW,DXB,2025-03-08 06:00:00,2025-03-08 15:00:00,150,Heavy Rain,Technical Issue,United
LU231,CDG,DFW,2025-01-07 00:00:00,2025-01-07 06:00:00,124,Heavy Rain,Air Traffic,Lufthansa
AI611,LAX,AMS,2025-02-02 04:00:00,2025-02-02 11:00:00,25,Storm,Air Traffic,Air France
UN186,SIN,JFK,2025-02-02 07:00:00,2025-02-02 12:00:00,12,Clear,Weather,United
UN748,LAX,DFW,2025-02-11 11:00:00,2025-02-11 13:00:00,130,Snow,Weather,United
UN507,SIN,ORD,2025-01-16 23:00:00,2025-01-17 02:00:00,2,Clear,Air Traffic,United
DE515,DXB,LAX,2025-03-12 15:00:00,2025-03-12 21:00:00,14,Clear,Weather,Delta
UN374,DFW,CDG,2025-03-25 07:00:00,2025-03-25 18:00:00,24,Snow,Weather,United
AM949,ATL,SIN,2025-03-11 16:00:00,2025-03-12 02:00:00,29,Clear,Air Traffic,American Airlines
EM103,SIN,CDG,2025-03-05 07:00:00,2025-03-05 09:00:00,120,Storm,Weather,Emirates
DE265,AMS,DXB,2025-02-06 06:00:00,2025-02-06 08:00:00,28,Clear,Security,Delta
AI679,AMS,LAX,2025-01-19 19:00:00,2025-01-20 00:00:00,32,Storm,Air Traffic,Air France
LU912,ATL,JFK,2025-01-19 20:00:00,2025-01-20 03:00:00,8,Clear,Air Traffic,Lufthansa
UN788,CDG,LAX,2025-02-02 00:00:00,2025-02-02 07:00:00,4,Heavy Rain,Air Traffic,United
AM437,LAX,JFK,2025-03-24 21:00:00,2025-03-25 06:00:00,24,Clear,Air Traffic,American Airlines
AI524,LAX,AMS,2025-02-02 14:00:00,2025-02-02 17:00:00,15,Snow,Air Traffic,Air France
LU640,LHR,DFW,2025-03-04 15:00:00,2025-03-05 01:00:00,149,Snow,Weather,Lufthansa
AM132,JFK,AMS,2025-03-05 12:00:00,2025-03-05 21:00:00,11,Fog,Weather,American Airlines
AM711,DXB,AMS,2025-02-19 23:00:00,2025-02-20 09:00:00,17,Clear,Weather,American Airlines
UN336,JFK,DXB,2025-02-15 02:00:00,2025-02-15 08:00:00,22,Fog,Crew Issues,United
DE826,LHR,AMS,2025-01-10 12:00:00,2025-01-10 22:00:00,4,Clear,Weather,Delta
AM441,AMS,ATL,2025-02-18 08:00:00,2025-02-18 13:00:00,119,Storm,Weather,American Airlines
AI106,CDG,JFK,2025-03-22 11:00:00,2025-03-22 16:00:00,28,Clear,Weather,Air France
EM933,LHR,DXB,2025-03-10 04:00:00,2025-03-10 06:00:00,5,Clear,Weather,Emirates
UN514,SIN,DFW,2025-03-20 12:00:00,2025-03-20 21:00:00,119,Storm,Technical Issue,United
AM114,JFK,AMS,2025-03-18 00:00:00,2025-03-18 08:00:00,66,Heavy Rain,Technical Issue,American Airlines
DE512,CDG,ORD,2025-01-30 06:00:00,2025-01-30 09:00:00,59,Fog,Weather,Delta
EM189,SIN,DXB,2025-01-19 02:00:00,2025-01-19 07:00:00,168,Storm,Technical Issue,Emirates
AI203,ATL,JFK,2025-03-25 12:00:00,2025-03-25 14:00:00,13,Clear,Air Traffic,Air France
EM176,ATL,CDG,2025-03-24 14:00:00,2025-03-24 21:00:00,94,Snow,Security,Emirates
EM800,LHR,AMS,2025-03-15 15:00:00,2025-03-15 21:00:00,5,Clear,Crew Issues,Emirates
AI147,ORD,LAX,2025-01-19 00:00:00,2025-01-19 09:00:00,15,Clear,Crew Issues,Air France
UN997,LHR,JFK,2025-02-24 18:00:00,2025-02-25 03:00:00,10,Clear,Weather,United
UN322,AMS,DFW,2025-03-26 18:00:00,2025-03-27 03:00:00,15,Clear,Air Traffic,United
UN909,CDG,ORD,2025-02-01 17:00:00,2025-02-02 03:00:00,19,Clear,Air Traffic,United
UN416,JFK,DFW,2025-03-17 08:00:00,2025-03-17 13:00:00,27,Clear,Technical Issue,United
EM730,AMS,SIN,2025-03-02 17:00:00,2025-03-03 00:00:00,79,Storm,Air Traffic,Emirates
AI537,DXB,LHR,2025-01-17 17:00:00,2025-01-18 00:00:00,24,Clear,Air Traffic,Air France
EM682,AMS,JFK,2025-01-29 15:00:00,2025-01-29 21:00:00,22,Clear,Air Traffic,Emirates
AI762,ORD,LAX,2025-03-11 07:00:00,2025-03-11 12:00:00,59,Heavy Rain,Weather,Air France
LU333,ORD,LHR,2025-01-13 20:00:00,2025-01-13 22:00:00,28,Clear,Weather,Lufthansa
DE243,ORD,DFW,2025-01-28 05:00:00,2025-01-28 12:00:00,11,Clear,Weather,Delta
UN143,CDG,DFW,2025-02-10 09:00:00,2025-02-10 15:00:00,27,Clear,Weather,United
UN452,ORD,SIN,2025-03-01 17:00:00,2025-03-01 19:00:00,4,Clear,Technical Issue,United
AI175,LHR,LAX,2025-01-17 01:00:00,2025-01-17 09:00:00,53,Fog,Technical Issue,Air France
EM802,ORD,SIN,2025-03-09 15:00:00,2025-03-09 20:00:00,3,Clear,Weather,Emirates
UN722,JFK,ATL,2025-03-27 16:00:00,2025-03-28 02:00:00,12,Storm,Weather,United
DE370,ORD,LHR,2025-01-16 17:00:00,2025-01-17 01:00:00,168,Heavy Rain,Weather,Delta
AM718,CDG,ORD,2025-02-06 01:00:00,2025-02-06 12:00:00,12,Clear,Air Traffic,American Airlines
UN363,LHR,DXB,2025-02-13 05:00:00,2025-02-13 16:00:00,3,Clear,Weather,United
LU103,LHR,SIN,2025-02-09 02:00:00,2025-02-09 04:00:00,109,Storm,Weather,Lufthansa
AM642,DXB,ATL,2025-01-06 05:00:00,2025-01-06 16:00:00,16,Clear,Technical Issue,American Airlines
DE858,AMS,ORD,2025-01-16 14:00:00,2025-01-16 17:00:00,15,Clear,Technical Issue,Delta
LU632,ORD,DFW,2025-02-14 21:00:00,2025-02-15 01:00:00,124,Snow,Crew Issues,Lufthansa
AM960,ATL,ORD,2025-02-20 18:00:00,2025-02-21 02:00:00,126,Snow,Weather,American Airlines
DE660,CDG,SIN,2025-03-28 14:00:00,2025-03-28 23:00:00,2,Clear,Technical Issue,Delta
AI986,DXB,LHR,2025-02-14 10:00:00,2025-02-14 15:00:00,6,Clear,Air Traffic,Air France
DE567,ORD,JFK,2025-02-05 02:00:00,2025-02-05 04:00:00,20,Clear,Air Traffic,Delta
AM226,ATL,AMS,2025-03-28 12:00:00,2025-03-28 21:00:00,0,Clear,No Delay,American Airlines
DE539,AMS,DXB,2025-01-23 15:00:00,2025-01-24 02:00:00,168,Storm,Weather,Delta
AI742,SIN,LHR,2025-01-19 01:00:00,2025-01-19 06:00:00,25,Clear,Air Traffic,Air France
LU739,AMS,LAX,2025-03-12 10:00:00,2025-03-12 21:00:00,23,Snow,Weather,Lufthansa
AI358,DFW,CDG,2025-01-30 18:00:00,2025-01-31 05:00:00,29,Clear,Air Traffic,Air France
EM320,SIN,LHR,2025-02-18 08:00:00,2025-02-18 14:00:00,12,Clear,Air Traffic,Emirates
AI363,ORD,DXB,2025-02-01 19:00:00,2025-02-02 06:00:00,28,Clear,Technical Issue,Air France
LU954,DXB,AMS,2025-01-21 11:00:00,2025-01-21 14:00:00,130,Storm,Weather,Lufthansa
DE378,DXB,LAX,2025-03-25 17:00:00,2025-03-26 04:00:00,16,Clear,Crew Issues,Delta
AI871,CDG,ATL,2025-02-17 19:00:00,2025-02-17 22:00:00,154,Fog,Weather,Air France
AI749,JFK,DFW,2025-02-04 11:00:00,2025-02-04 18:00:00,7,Clear,Technical Issue,Air France
UN968,DFW,CDG,2025-01-03 19:00:00,2025-01-04 06:00:00,19,Clear,Air Traffic,United
EM593,ATL,DXB,2025-03-12 05:00:00,2025-03-12 08:00:00,24,Clear,Weather,Emirates
DE291,ORD,LAX,2025-03-29 14:00:00,2025-03-29 21:00:00,11,Clear,Weather,Delta
AM804,SIN,LAX,2025-01-26 14:00:00,2025-01-26 18:00:00,29,Clear,Security,American Airlines
DE185,CDG,AMS,2025-03-24 11:00:00,2025-03-24 13:00:00,7,Clear,Weather,Delta
DE677,LHR,CDG,2025-03-09 19:00:00,2025-03-10 00:00:00,20,Heavy Rain,Crew Issues,Delta
DE893,LHR,JFK,2025-01-16 16:00:00,2025-01-16 21:00:00,97,Storm,Weather,Delta
UN192,LAX,CDG,2025-02-10 21:00:00,2025-02-11 08:00:00,78,Storm,Technical Issue,United
AM196,DXB,LHR,2025-01-17 08:00:00,2025-01-17 11:00:00,15,Clear,Technical Issue,American Airlines
AI320,LHR,AMS,2025-03-15 15:00:00,2025-03-15 20:00:00,12,Clear,Technical Issue,Air France
LU846,AMS,DXB,2025-01-03 19:00:00,2025-01-04 06:00:00,29,Clear,Weather,Lufthansa
UN327,SIN,DXB,2025-03-13 10:00:00,2025-03-13 15:00:00,137,Heavy Rain,Weather,United
AI377,LAX,AMS,2025-02-19 13:00:00,2025-02-20 00:00:00,10,Clear,Weather,Air France
UN506,ATL,ORD,2025-03-07 06:00:00,2025-03-07 16:00:00,15,Clear,Technical Issue,United
UN988,DFW,AMS,2025-01-11 06:00:00,2025-01-11 16:00:00,29,Clear,Weather,United
EM542,ATL,ORD,2025-01-09 11:00:00,2025-01-09 14:00:00,179,Storm,Air Traffic,Emirates
AI417,ATL,SIN,2025-01-22 09:00:00,2025-01-22 20:00:00,28,Clear,Air Traffic,Air France
AM659,JFK,AMS,2025-03-11 23:00:00,2025-03-12 09:00:00,17,Clear,Security,American Airlines
AM280,CDG,ORD,2025-02-21 02:00:00,2025-02-21 13:00:00,69,Heavy Rain,Technical Issue,American Airlines
AM417,ORD,LAX,2025-03-30 16:00:00,2025-03-31 02:00:00,102,Heavy Rain,Weather,American Airlines
DE745,ORD,JFK,2025-03-09 17:00:00,2025-03-10 04:00:00,22,Clear,Air Traffic,Delta
DE334,JFK,DXB,2025-02-20 10:00:00,2025-02-20 16:00:00,14,Clear,Weather,Delta
UN991,ORD,AMS,2025-01-10 23:00:00,2025-01-11 01:00:00,16,Storm,Crew Issues,United
EM515,SIN,AMS,2025-01-17 17:00:00,2025-01-17 23:00:00,25,Clear,Weather,Emirates
AI547,CDG,AMS,2025-02-04 00:00:00,2025-02-04 03:00:00,9,Clear,Air Traffic,Air France
EM512,JFK,SIN,2025-02-03 06:00:00,2025-02-03 17:00:00,6,Snow,Air Traffic,Emirates
EM669,JFK,DFW,2025-01-26 15:00:00,2025-01-26 19:00:00,11,Clear,Air Traffic,Emirates
UN158,AMS,LAX,2025-01-07 12:00:00,2025-01-07 16:00:00,25,Clear,Technical Issue,United
AI963,AMS,LHR,2025-02-21 14:00:00,2025-02-21 23:00:00,24,Clear,Weather,Air France
UN417,DFW,AMS,2025-03-03 03:00:00,2025-03-03 10:00:00,16,Clear,Weather,United
LU511,AMS,DFW,2025-01-03 04:00:00,2025-01-03 10:00:00,34,Storm,Air Traffic,Lufthansa
DE619,LAX,DFW,2025-02-05 00:00:00,2025-02-05 11:00:00,16,Clear,Crew Issues,Delta
EM403,DFW,DXB,2025-01-31 11:00:00,2025-01-31 15:00:00,6,Clear,Air Traffic,Emirates
UN822,DXB,LHR,2025-02-23 13:00:00,2025-02-23 21:00:00,28,Clear,Technical Issue,United
AM842,CDG,JFK,2025-01-09 12:00:00,2025-01-09 14:00:00,23,Clear,Crew Issues,American Airlines
UN631,AMS,LAX,2025-01-11 11:00:00,2025-01-11 22:00:00,139,Fog,Technical Issue,United
EM779,LAX,DFW,2025-03-29 04:00:00,2025-03-29 10:00:00,139,Snow,Security,Emirates
EM356,AMS,LAX,2025-02-19 08:00:00,2025-02-19 16:00:00,29,Clear,Air Traffic,Emirates
UN752,AMS,LHR,2025-01-19 15:00:00,2025-01-19 19:00:00,169,Storm,Crew Issues,United
AM919,SIN,LAX,2025-03-08 22:00:00,2025-03-09 02:00:00,57,Heavy Rain,Security,American Airlines
EM435,LHR,SIN,2025-01-24 07:00:00,2025-01-24 17:00:00,29,Clear,Weather,Emirates
UN800,CDG,DFW,2025-02-09 06:00:00,2025-02-09 13:00:00,20,Clear,Technical Issue,United
LU784,ATL,DXB,2025-03-29 10:00:00,2025-03-29 12:00:00,24,Clear,Technical Issue,Lufthansa
EM497,LHR,DFW,2025-02-02 15:00:00,2025-02-02 22:00:00,6,Clear,Weather,Emirates
AI670,ATL,SIN,2025-03-15 16:00:00,2025-03-15 23:00:00,8,Clear,Technical Issue,Air France
EM581,DXB,SIN,2025-03-05 23:00:00,2025-03-06 09:00:00,15,Clear,Technical Issue,Emirates
EM407,AMS,SIN,2025-03-22 13:00:00,2025-03-22 21:00:00,0,Clear,No Delay,Emirates
AM629,DXB,LAX,2025-01-30 01:00:00,2025-01-30 12:00:00,23,Clear,Technical Issue,American Airlines
LU291,CDG,ORD,2025-03-28 11:00:00,2025-03-28 13:00:00,27,Clear,Air Traffic,Lufthansa
DE211,DXB,ORD,2025-01-07 12:00:00,2025-01-07 19:00:00,82,Heavy Rain,Air Traffic,Delta
EM113,ATL,LHR,2025-02-09 23:00:00,2025-02-10 05:00:00,9,Clear,Security,Emirates
AM484,LHR,ATL,2025-01-06 06:00:00,2025-01-06 12:00:00,22,Clear,Weather,American Airlines
LU107,ATL,ORD,2025-02-13 14:00:00,2025-02-13 18:00:00,27,Clear,Crew Issues,Lufthansa
AM990,DXB,ORD,2025-03-10 19:00:00,2025-03-11 06:00:00,26,Clear,Air Traffic,American Airlines
LU817,DFW,JFK,2025-03-18 21:00:00,2025-03-19 03:00:00,7,Clear,Technical Issue,Lufthansa
EM143,ORD,DFW,2025-03-25 14:00:00,2025-03-25 20:00:00,27,Clear,Technical Issue,Emirates
DE482,JFK,DXB,2025-02-17 13:00:00,2025-02-17 15:00:00,134,Snow,Security,Delta
DE755,ORD,CDG,2025-01-13 08:00:00,2025-01-13 17:00:00,24,Clear,Weather,Delta
AI408,CDG,LHR,2025-02-14 07:00:00,2025-02-14 09:00:00,13,Storm,Crew Issues,Air France
EM803,LHR,ORD,2025-01-06 22:00:00,2025-01-07 00:00:00,15,Clear,Technical Issue,Emirates
LU968,CDG,AMS,2025-02-16 21:00:00,2025-02-17 07:00:00,3,Clear,Air Traffic,Lufthansa
AI254,LHR,DXB,2025-03-19 11:00:00,2025-03-19 16:00:00,167,Snow,Crew Issues,Air France
AM406,JFK,DFW,2025-02-03 03:00:00,2025-02-03 12:00:00,134,Storm,Weather,American Airlines
DE440,AMS,LHR,2025-02-28 05:00:00,2025-02-28 07:00:00,149,Storm,Crew Issues,Delta
EM156,ORD,LAX,2025-01-11 23:00:00,2025-01-12 07:00:00,68,Fog,Weather,Emirates
EM648,DFW,LAX,2025-01-20 14:00:00,2025-01-20 20:00:00,11,Clear,Technical Issue,Emirates
EM587,AMS,CDG,2025-01-26 09:00:00,2025-01-26 18:00:00,3,Clear,Weather,Emirates
UN530,DXB,LHR,2025-01-15 20:00:00,2025-01-16 00:00:00,168,Storm,Technical Issue,United
LU649,ATL,AMS,2025-03-25 01:00:00,2025-03-25 03:00:00,29,Storm,Security,Lufthansa
UN674,ATL,CDG,2025-01-12 11:00:00,2025-01-12 13:00:00,13,Clear,Crew Issues,United
AM746,ATL,CDG,2025-02-22 19:00:00,2025-02-23 05:00:00,119,Fog,Air Traffic,American Airlines
LU354,DFW,ATL,2025-03-10 04:00:00,2025-03-10 14:00:00,40,Heavy Rain,Weather,Lufthansa
LU637,LAX,ATL,2025-01-21 05:00:00,2025-01-21 11:00:00,4,Clear,Weather,Lufthansa
UN204,LAX,ATL,2025-01-03 08:00:00,2025-01-03 13:00:00,16,Clear,Security,United
EM912,DXB,DFW,2025-01-15 14:00:00,2025-01-15 18:00:00,2,Snow,Air Traffic,Emirates
UN890,DFW,JFK,2025-01-09 16:00:00,2025-01-09 23:00:00,14,Clear,Technical Issue,United
EM740,SIN,CDG,2025-03-30 21:00:00,2025-03-31 07:00:00,9,Clear,Security,Emirates
AI600,LAX,ATL,2025-03-03 13:00:00,2025-03-03 22:00:00,153,Heavy Rain,Weather,Air France
DE927,JFK,SIN,2025-01-03 18:00:00,2025-01-03 21:00:00,1,Clear,Air Traffic,Delta
AI227,SIN,LHR,2025-03-13 18:00:00,2025-03-14 01:00:00,21,Fog,Security,Air France
LU112,ORD,ATL,2025-03-24 09:00:00,2025-03-24 20:00:00,76,Snow,Technical Issue,Lufthansa
LU982,DXB,SIN,2025-02-06 15:00:00,2025-02-06 23:00:00,139,Storm,Air Traffic,Lufthansa
UN134,SIN,LAX,2025-02-03 03:00:00,2025-02-03 08:00:00,15,Clear,Crew Issues,United
EM882,ORD,LHR,2025-01-19 20:00:00,2025-01-20 01:00:00,9,Heavy Rain,Weather,Emirates
UN678,LHR,CDG,2025-03-23 13:00:00,2025-03-23 17:00:00,9,Heavy Rain,Technical Issue,United
LU368,LHR,CDG,2025-03-21 09:00:00,2025-03-21 13:00:00,155,Fog,Weather,Lufthansa
UN452,JFK,LHR,2025-02-19 18:00:00,2025-02-19 23:00:00,118,Storm,Weather,United
LU811,SIN,CDG,2025-01-12 01:00:00,2025-01-12 12:00:00,25,Clear,Crew Issues,Lufthansa
AI207,ATL,ORD,2025-03-22 08:00:00,2025-03-22 19:00:00,101,Storm,Weather,Air France
UN644,DFW,LHR,2025-02-09 04:00:00,2025-02-09 07:00:00,47,Storm,Technical Issue,United
AI303,DFW,SIN,2025-02-05 16:00:00,2025-02-06 01:00:00,30,Snow,Air Traffic,Air France
AM299,ORD,SIN,2025-02-18 19:00:00,2025-02-19 04:00:00,27,Clear,Technical Issue,American Airlines
DE142,SIN,CDG,2025-03-05 19:00:00,2025-03-06 04:00:00,13,Clear,Weather,Delta
LU424,CDG,DFW,2025-02-04 22:00:00,2025-02-05 01:00:00,63,Fog,Air Traffic,Lufthansa
AI557,ORD,SIN,2025-02-16 18:00:00,2025-02-16 21:00:00,77,Fog,Security,Air France
DE983,ORD,DFW,2025-03-04 21:00:00,2025-03-05 05:00:00,20,Clear,Security,Delta
EM578,SIN,AMS,2025-01-21 00:00:00,2025-01-21 06:00:00,13,Clear,Technical Issue,Emirates
DE785,LHR,AMS,2025-03-27 11:00:00,2025-03-27 19:00:00,143,Fog,Crew Issues,Delta
AM408,CDG,ATL,2025-01-26 20:00:00,2025-01-27 00:00:00,22,Clear,Technical Issue,American Airlines
UN567,ORD,AMS,2025-01-16 16:00:00,2025-01-16 23:00:00,179,Storm,Weather,United
AI555,LAX,JFK,2025-02-27 18:00:00,2025-02-28 03:00:00,6,Clear,Crew Issues,Air France
AM689,CDG,ATL,2025-01-14 04:00:00,2025-01-14 14:00:00,27,Clear,Air Traffic,American Airlines
AM522,JFK,LAX,2025-02-13 19:00:00,2025-02-14 01:00:00,6,Snow,Technical Issue,American Airlines
AM387,CDG,AMS,2025-03-11 15:00:00,2025-03-12 00:00:00,21,Clear,Weather,American Airlines
EM202,AMS,DXB,2025-02-22 18:00:00,2025-02-23 03:00:00,61,Fog,Air Traffic,Emirates
AI224,LHR,DFW,2025-01-30 20:00:00,2025-01-30 22:00:00,12,Clear,Security,Air France
UN136,DXB,LAX,2025-01-18 04:00:00,2025-01-18 08:00:00,120,Storm,Air Traffic,United
EM630,JFK,LHR,2025-01-13 22:00:00,2025-01-14 00:00:00,171,Fog,Technical Issue,Emirates
AM127,DXB,LHR,2025-01-26 07:00:00,2025-01-26 14:00:00,13,Snow,Security,American Airlines
AM414,LHR,LAX,2025-02-04 12:00:00,2025-02-04 15:00:00,10,Clear,Technical Issue,American Airlines
AI489,SIN,JFK,2025-03-30 00:00:00,2025-03-30 02:00:00,15,Clear,Weather,Air France
LU620,DXB,ATL,2025-02-25 03:00:00,2025-02-25 06:00:00,23,Clear,Technical Issue,Lufthansa
EM737,DXB,CDG,2025-03-19 00:00:00,2025-03-19 08:00:00,75,Storm,Weather,Emirates
UN922,ATL,DFW,2025-02-19 18:00:00,2025-02-20 03:00:00,5,Clear,Crew Issues,United
DE672,CDG,DXB,2025-01-14 05:00:00,2025-01-14 16:00:00,29,Clear,Technical Issue,Delta
DE265,JFK,ATL,2025-02-13 15:00:00,2025-02-14 01:00:00,4,Clear,Air Traffic,Delta
EM967,JFK,CDG,2025-01-14 05:00:00,2025-01-14 15:00:00,27,Clear,Weather,Emirates
DE645,LHR,LAX,2025-01-06 05:00:00,2025-01-06 08:00:00,39,Storm,Weather,Delta
EM450,ATL,SIN,2025-02-15 21:00:00,2025-02-16 05:00:00,22,Clear,Weather,Emirates
LU325,SIN,ATL,2025-03-21 22:00:00,2025-03-22 07:00:00,165,Snow,Weather,Lufthansa
DE718,SIN,AMS,2025-01-05 17:00:00,2025-01-06 04:00:00,14,Heavy Rain,Technical Issue,Delta
DE679,SIN,DFW,2025-01-25 16:00:00,2025-01-25 22:00:00,165,Storm,Technical Issue,Delta
EM746,JFK,LHR,2025-01-30 19:00:00,2025-01-30 21:00:00,99,Storm,Air Traffic,Emirates
AI534,CDG,SIN,2025-03-30 23:00:00,2025-03-31 10:00:00,11,Storm,Air Traffic,Air France
LU883,LAX,AMS,2025-01-17 02:00:00,2025-01-17 04:00:00,63,Storm,Weather,Lufthansa
LU160,DFW,AMS,2025-01-17 07:00:00,2025-01-17 12:00:00,164,Heavy Rain,Weather,Lufthansa
DE414,JFK,SIN,2025-03-20 01:00:00,2025-03-20 08:00:00,16,Clear,Technical Issue,Delta
DE368,DFW,CDG,2025-02-02 05:00:00,2025-02-02 14:00:00,24,Clear,Air Traffic,Delta
AM141,AMS,LHR,2025-01-23 09:00:00,2025-01-23 13:00:00,86,Snow,Technical Issue,American Airlines
UN125,DXB,LAX,2025-03-09 23:00:00,2025-03-10 06:00:00,15,Clear,Technical Issue,United
DE761,SIN,AMS,2025-01-19 08:00:00,2025-01-19 13:00:00,49,Storm,Weather,Delta
AM921,SIN,JFK,2025-01-30 07:00:00,2025-01-30 13:00:00,175,Heavy Rain,Technical Issue,American Airlines
AI267,SIN,DFW,2025-01-26 01:00:00,2025-01-26 10:00:00,106,Snow,Weather,Air France
EM803,LHR,JFK,2025-01-18 05:00:00,2025-01-18 13:00:00,22,Clear,Technical Issue,Emirates
UN308,CDG,LHR,2025-03-11 01:00:00,2025-03-11 08:00:00,46,Storm,Weather,United
DE476,DFW,LHR,2025-03-05 23:00:00,2025-03-06 07:00:00,11,Fog,Air Traffic,Delta
DE217,LHR,AMS,2025-02-14 17:00:00,2025-02-14 21:00:00,57,Snow,Air Traffic,Delta
EM727,DFW,ORD,2025-01-21 23:00:00,2025-01-22 02:00:00,9,Clear,Air Traffic,Emirates
UN762,DXB,LHR,2025-01-22 03:00:00,2025-01-22 06:00:00,155,Storm,Weather,United
UN192,AMS,LAX,2025-01-24 16:00:00,2025-01-24 18:00:00,24,Clear,Air Traffic,United
LU402,LHR,ORD,2025-03-06 15:00:00,2025-03-07 00:00:00,146,Storm,Air Traffic,Lufthansa
AM957,LAX,JFK,2025-02-08 12:00:00,2025-02-08 14:00:00,10,Heavy Rain,Technical Issue,American Airlines
UN273,CDG,LHR,2025-01-20 16:00:00,2025-01-20 18:00:00,150,Storm,Air Traffic,United
UN469,JFK,CDG,2025-02-17 17:00:00,2025-02-18 02:00:00,25,Clear,Technical Issue,United
DE335,DFW,DXB,2025-01-03 07:00:00,2025-01-03 17:00:00,1,Clear,Technical Issue,Delta
EM261,LAX,DFW,2025-03-09 12:00:00,2025-03-09 23:00:00,24,Clear,Air Traffic,Emirates
EM141,DXB,AMS,2025-01-18 13:00:00,2025-01-18 17:00:00,16,Clear,Crew Issues,Emirates
LU161,JFK,DXB,2025-03-06 12:00:00,2025-03-06 18:00:00,13,Clear,Security,Lufthansa
EM614,JFK,AMS,2025-01-20 02:00:00,2025-01-20 08:00:00,18,Clear,Crew Issues,Emirates
AI219,JFK,SIN,2025-01-31 08:00:00,2025-01-31 15:00:00,23,Clear,Air Traffic,Air France
LU621,ORD,AMS,2025-02-10 12:00:00,2025-02-10 14:00:00,46,Snow,Technical Issue,Lufthansa
LU497,DXB,AMS,2025-01-27 23:00:00,2025-01-28 04:00:00,13,Clear,Technical Issue,Lufthansa
DE496,CDG,ORD,2025-03-08 21:00:00,2025-03-09 01:00:00,21,Clear,Crew Issues,Delta
AI720,ORD,ATL,2025-02-01 10:00:00,2025-02-01 17:00:00,82,Storm,Weather,Air France
AM681,SIN,ORD,2025-03-09 00:00:00,2025-03-09 09:00:00,146,Snow,Technical Issue,American Airlines
AM523,DXB,SIN,2025-01-03 02:00:00,2025-01-03 07:00:00,175,Heavy Rain,Weather,American Airlines
LU504,AMS,ATL,2025-01-11 20:00:00,2025-01-11 23:00:00,34,Fog,Technical Issue,Lufthansa
LU530,LAX,AMS,2025-01-21 13:00:00,2025-01-21 23:00:00,59,Snow,Air Traffic,Lufthansa
AM358,ORD,DFW,2025-02-07 18:00:00,2025-02-08 04:00:00,19,Clear,Technical Issue,American Airlines
UN625,SIN,CDG,2025-03-21 16:00:00,2025-03-21 20:00:00,4,Clear,Crew Issues,United
LU659,LAX,DXB,2025-03-10 06:00:00,2025-03-10 14:00:00,23,Clear,Weather,Lufthansa
UN332,CDG,JFK,2025-02-05 05:00:00,2025-02-05 10:00:00,61,Heavy Rain,Weather,United
AI354,ATL,DFW,2025-02-13 23:00:00,2025-02-14 10:00:00,113,Storm,Technical Issue,Air France
