flight_number,airline,departure_airport,destination,departure_time,status,delay_minutes,delay_reason,weather_condition
FL2475,Delta,ATL,LHR,2025-04-09 13:16:00,Delayed,207,Crew Shortage,Storm
FL2086,Air France,HND,ICN,2025-04-09 17:35:00,On Time,0,N/A,Rain
FL6342,Air France,SYD,SFO,2025-04-09 09:04:00,On Time,0,N/A,Fog
FL9037,American Airlines,SFO,JFK,2025-04-09 21:42:00,On Time,0,N/A,Windy
FL9016,Delta,LAX,SYD,2025-04-09 16:21:00,On Time,0,N/A,Rain
FL2934,Singapore Airlines,PEK,LHR,2025-04-09 12:30:00,Canceled,0,N/A,Storm
FL5208,Qatar Airways,HND,LAX,2025-04-09 11:17:00,On Time,0,N/A,Clear
FL1487,Air France,ICN,PEK,2025-04-09 15:42:00,On Time,0,N/A,Snow
FL1247,American Airlines,PEK,DXB,2025-04-09 02:04:00,On Time,0,N/A,Storm
FL3897,Air France,FRA,JFK,2025-04-09 13:42:00,On Time,0,N/A,Windy
FL8639,Emirates,PEK,SFO,2025-04-09 00:55:00,Canceled,0,N/A,Windy
FL5734,Air France,SFO,ATL,2025-04-09 18:59:00,On Time,0,N/A,Clear
FL9413,Delta,ATL,ICN,2025-04-09 00:41:00,On Time,0,N/A,Windy
FL3204,Delta,AMS,YYZ,2025-04-09 07:27:00,On Time,0,N/A,Rain
FL6568,American Airlines,YYZ,JFK,2025-04-09 23:58:00,On Time,0,N/A,Rain
FL8264,British Airways,LHR,SFO,2025-04-09 00:05:00,Canceled,0,N/A,Rain
FL3385,Delta,SFO,DXB,2025-04-09 23:50:00,On Time,0,N/A,Clear
FL8840,British Airways,YYZ,ATL,2025-04-09 17:02:00,Delayed,223,Technical Issue,Fog
FL4919,American Airlines,AMS,DXB,2025-04-09 16:38:00,Delayed,232,Technical Issue,Storm
FL1314,Emirates,YYZ,CDG,2025-04-09 06:49:00,Delayed,23,Technical Issue,Rain
FL2876,Lufthansa,DXB,ICN,2025-04-09 23:48:00,On Time,0,N/A,Snow
FL9199,Qatar Airways,LHR,YYZ,2025-04-09 08:37:00,On Time,0,N/A,Clear
FL8987,American Airlines,ATL,JFK,2025-04-09 09:17:00,On Time,0,N/A,Fog
FL9894,Delta,AMS,PEK,2025-04-09 16:06:00,Delayed,28,Technical Issue,Rain
FL5477,Delta,LHR,YYZ,2025-04-09 19:15:00,On Time,0,N/A,Snow
FL1906,Air France,YYZ,SYD,2025-04-09 00:30:00,On Time,0,N/A,Storm
FL8785,Delta,CDG,SIN,2025-04-09 20:56:00,Delayed,262,Security Issue,Snow
FL3753,Emirates,ICN,LAX,2025-04-09 12:11:00,On Time,0,N/A,Fog
FL6577,Qatar Airways,FRA,PEK,2025-04-09 13:15:00,On Time,0,N/A,Fog
FL9957,Lufthansa,ORD,HND,2025-04-09 18:29:00,On Time,0,N/A,Snow
FL4709,Emirates,ATL,YYZ,2025-04-09 03:43:00,Delayed,225,Late Arrival of Aircraft,Fog
FL4838,Singapore Airlines,PEK,LAX,2025-04-09 07:12:00,On Time,0,N/A,Storm
FL4440,Qatar Airways,SYD,HND,2025-04-09 13:43:00,On Time,0,N/A,Snow
FL1886,Lufthansa,SIN,AMS,2025-04-09 05:40:00,On Time,0,N/A,Clear
FL8401,Emirates,JFK,SIN,2025-04-09 18:53:00,On Time,0,N/A,Snow
FL7338,Delta,SYD,PEK,2025-04-09 16:19:00,On Time,0,N/A,Rain
FL5007,Delta,SIN,DXB,2025-04-09 10:37:00,On Time,0,N/A,Fog
FL3208,Lufthansa,FRA,HND,2025-04-09 07:27:00,Delayed,122,Late Arrival of Aircraft,Storm
FL4210,Singapore Airlines,SFO,HND,2025-04-09 13:31:00,Delayed,165,Late Arrival of Aircraft,Snow
FL3785,Qatar Airways,SIN,LAX,2025-04-09 16:52:00,On Time,0,N/A,Snow
FL9043,British Airways,AMS,JFK,2025-04-09 21:43:00,On Time,0,N/A,Snow
FL9186,Air France,CDG,JFK,2025-04-09 23:17:00,On Time,0,N/A,Snow
FL3500,Qatar Airways,SYD,CDG,2025-04-09 21:11:00,On Time,0,N/A,Fog
FL2699,American Airlines,ATL,AMS,2025-04-09 07:09:00,On Time,0,N/A,Windy
FL4044,Qatar Airways,LAX,AMS,2025-04-09 19:37:00,On Time,0,N/A,Windy
FL7339,United,HND,YYZ,2025-04-09 15:01:00,On Time,0,N/A,Fog
FL2825,Air France,ORD,ATL,2025-04-09 03:42:00,On Time,0,N/A,Storm
FL9536,Emirates,HND,ICN,2025-04-09 01:20:00,On Time,0,N/A,Windy
FL1157,United,FRA,CDG,2025-04-09 09:21:00,Delayed,123,Air Traffic Congestion,Snow
FL3686,Lufthansa,CDG,LAX,2025-04-09 01:46:00,On Time,0,N/A,Rain
FL2107,Qatar Airways,SYD,FRA,2025-04-09 08:42:00,On Time,0,N/A,Rain
FL2164,British Airways,ATL,LAX,2025-04-09 10:33:00,On Time,0,N/A,Rain
FL4330,Delta,PEK,ICN,2025-04-09 07:42:00,On Time,0,N/A,Rain
FL1486,British Airways,PEK,ORD,2025-04-09 21:06:00,On Time,0,N/A,Snow
FL7559,Qatar Airways,ICN,ORD,2025-04-09 16:29:00,On Time,0,N/A,Fog
FL4834,Turkish Airlines,SYD,PEK,2025-04-09 22:16:00,Delayed,274,Crew Shortage,Snow
FL7274,Singapore Airlines,ATL,SIN,2025-04-09 16:53:00,On Time,0,N/A,Fog
FL2465,Emirates,ATL,FRA,2025-04-09 06:59:00,On Time,0,N/A,Rain
FL9823,Delta,PEK,JFK,2025-04-09 02:03:00,Delayed,277,Security Issue,Storm
FL5482,Emirates,ATL,SYD,2025-04-09 22:24:00,On Time,0,N/A,Rain
FL4443,Turkish Airlines,YYZ,CDG,2025-04-09 06:15:00,Delayed,235,Technical Issue,Snow
FL4222,United,AMS,ATL,2025-04-09 22:24:00,Canceled,0,N/A,Windy
FL6637,Lufthansa,DXB,HND,2025-04-09 22:54:00,On Time,0,N/A,Fog
FL5922,Delta,FRA,SYD,2025-04-09 05:58:00,Canceled,0,N/A,Storm
FL7729,Qatar Airways,SFO,YYZ,2025-04-09 10:15:00,On Time,0,N/A,Rain
FL9015,Emirates,PEK,DXB,2025-04-09 05:13:00,On Time,0,N/A,Storm
FL1362,Air France,LAX,FRA,2025-04-09 18:46:00,On Time,0,N/A,Rain
FL6020,American Airlines,LHR,JFK,2025-04-09 04:22:00,On Time,0,N/A,Fog
FL3174,United,FRA,SYD,2025-04-09 23:33:00,On Time,0,N/A,Clear
FL1967,Emirates,FRA,AMS,2025-04-09 03:14:00,Delayed,203,Late Arrival of Aircraft,Snow
FL2414,American Airlines,LAX,SIN,2025-04-09 10:36:00,Delayed,192,Late Arrival of Aircraft,Snow
FL4672,Turkish Airlines,YYZ,LAX,2025-04-09 00:45:00,On Time,0,N/A,Storm
FL3876,British Airways,DXB,YYZ,2025-04-09 16:45:00,On Time,0,N/A,Snow
FL8160,Emirates,PEK,ATL,2025-04-09 17:59:00,On Time,0,N/A,Storm
FL5695,Air France,PEK,ORD,2025-04-09 16:41:00,On Time,0,N/A,Fog
FL2108,Lufthansa,CDG,ICN,2025-04-09 13:49:00,On Time,0,N/A,Windy
FL9186,American Airlines,PEK,AMS,2025-04-09 20:42:00,On Time,0,N/A,Snow
FL5106,British Airways,YYZ,FRA,2025-04-09 01:58:00,On Time,0,N/A,Snow
FL8004,Qatar Airways,YYZ,SIN,2025-04-09 04:10:00,On Time,0,N/A,Clear
FL1375,Lufthansa,ATL,JFK,2025-04-09 10:42:00,On Time,0,N/A,Storm
FL7990,Emirates,AMS,CDG,2025-04-09 03:19:00,On Time,0,N/A,Storm
FL1267,Singapore Airlines,ICN,JFK,2025-04-09 01:30:00,On Time,0,N/A,Rain
FL7403,Emirates,JFK,AMS,2025-04-09 20:33:00,On Time,0,N/A,Clear
FL2498,Air France,FRA,PEK,2025-04-09 04:44:00,On Time,0,N/A,Rain
FL1605,Qatar Airways,JFK,HND,2025-04-09 20:36:00,Delayed,283,Crew Shortage,Snow
FL7080,Qatar Airways,HND,ICN,2025-04-10 18:25:00,On Time,0,N/A,Clear
FL9714,American Airlines,ORD,SFO,2025-04-10 11:49:00,On Time,0,N/A,Rain
FL6649,Turkish Airlines,ORD,PEK,2025-04-10 17:00:00,On Time,0,N/A,Storm
FL9326,Emirates,LHR,FRA,2025-04-10 09:16:00,On Time,0,N/A,Storm
FL1281,Emirates,ATL,CDG,2025-04-10 06:01:00,On Time,0,N/A,Snow
FL5479,American Airlines,LHR,SIN,2025-04-10 08:22:00,On Time,0,N/A,Clear
FL4593,Delta,JFK,SYD,2025-04-10 12:31:00,On Time,0,N/A,Windy
FL3489,Singapore Airlines,PEK,SIN,2025-04-10 12:35:00,On Time,0,N/A,Clear
FL1847,Lufthansa,LAX,SFO,2025-04-10 12:54:00,On Time,0,N/A,Snow
FL1002,American Airlines,SIN,FRA,2025-04-10 11:58:00,On Time,0,N/A,Storm
FL5101,Emirates,SYD,YYZ,2025-04-10 04:43:00,Delayed,39,Air Traffic Congestion,Storm
FL9163,Delta,ORD,ICN,2025-04-10 16:18:00,Delayed,229,Air Traffic Congestion,Storm
FL1256,British Airways,SYD,PEK,2025-04-10 09:33:00,Delayed,218,Late Arrival of Aircraft,Snow
FL1775,American Airlines,ICN,FRA,2025-04-10 08:54:00,On Time,0,N/A,Fog
FL1386,British Airways,SIN,LHR,2025-04-10 04:43:00,Delayed,88,Security Issue,Storm
FL3159,Qatar Airways,ATL,CDG,2025-04-10 17:00:00,On Time,0,N/A,Snow
FL8661,Turkish Airlines,ATL,SFO,2025-04-10 02:48:00,On Time,0,N/A,Windy
FL7399,Air France,JFK,YYZ,2025-04-10 13:59:00,On Time,0,N/A,Windy
FL7045,Lufthansa,PEK,ICN,2025-04-10 15:46:00,On Time,0,N/A,Windy
FL2885,Qatar Airways,ICN,CDG,2025-04-10 14:20:00,Delayed,212,Crew Shortage,Fog
FL1813,Lufthansa,JFK,HND,2025-04-10 12:57:00,On Time,0,N/A,Windy
FL5040,United,ICN,YYZ,2025-04-10 12:13:00,Delayed,88,Crew Shortage,Fog
FL6296,United,SIN,SYD,2025-04-10 02:22:00,On Time,0,N/A,Windy
FL1157,Delta,AMS,SFO,2025-04-10 01:38:00,On Time,0,N/A,Clear
FL4688,Singapore Airlines,AMS,ATL,2025-04-10 03:17:00,On Time,0,N/A,Fog
FL5826,Turkish Airlines,LHR,LAX,2025-04-10 17:57:00,On Time,0,N/A,Snow
FL6262,Lufthansa,DXB,LHR,2025-04-10 09:52:00,On Time,0,N/A,Rain
FL4079,Air France,PEK,ATL,2025-04-10 21:47:00,Canceled,0,N/A,Clear
FL9150,Delta,ORD,LHR,2025-04-10 08:17:00,Delayed,89,Crew Shortage,Snow
FL2140,Delta,CDG,LHR,2025-04-10 10:11:00,On Time,0,N/A,Snow
FL1654,Emirates,LHR,JFK,2025-04-10 18:36:00,On Time,0,N/A,Rain
FL7933,Singapore Airlines,LHR,SYD,2025-04-10 15:01:00,On Time,0,N/A,Snow
FL9664,American Airlines,ORD,ATL,2025-04-10 22:04:00,Delayed,296,Weather,Storm
FL2354,Air France,DXB,JFK,2025-04-10 08:28:00,On Time,0,N/A,Windy
FL1769,Lufthansa,ICN,FRA,2025-04-10 18:46:00,Delayed,189,Technical Issue,Snow
FL8933,Delta,SIN,LAX,2025-04-10 02:15:00,On Time,0,N/A,Windy
FL7601,American Airlines,JFK,ORD,2025-04-10 20:17:00,On Time,0,N/A,Fog
FL8990,American Airlines,HND,CDG,2025-04-10 20:48:00,On Time,0,N/A,Storm
FL9668,Delta,DXB,ICN,2025-04-10 00:47:00,On Time,0,N/A,Fog
FL8828,Delta,HND,LAX,2025-04-10 16:28:00,On Time,0,N/A,Snow
FL4754,Qatar Airways,DXB,ICN,2025-04-10 04:46:00,Canceled,0,N/A,Rain
FL9483,American Airlines,DXB,JFK,2025-04-10 16:25:00,Delayed,300,Technical Issue,Fog
FL5432,United,DXB,JFK,2025-04-10 00:51:00,On Time,0,N/A,Clear
FL4902,Emirates,YYZ,ATL,2025-04-10 06:36:00,On Time,0,N/A,Rain
FL6726,Turkish Airlines,SIN,DXB,2025-04-10 08:23:00,On Time,0,N/A,Clear
FL4045,British Airways,FRA,LHR,2025-04-10 11:15:00,On Time,0,N/A,Storm
FL7870,Singapore Airlines,PEK,HND,2025-04-10 06:13:00,On Time,0,N/A,Fog
FL3021,Qatar Airways,HND,FRA,2025-04-10 01:49:00,On Time,0,N/A,Storm
FL5312,Turkish Airlines,ATL,ICN,2025-04-10 07:08:00,On Time,0,N/A,Windy
FL5148,United,YYZ,SIN,2025-04-10 18:58:00,On Time,0,N/A,Storm
FL2828,Emirates,LAX,ATL,2025-04-10 10:11:00,On Time,0,N/A,Fog
FL4521,Emirates,ATL,PEK,2025-04-10 02:31:00,On Time,0,N/A,Storm
FL9918,Singapore Airlines,FRA,YYZ,2025-04-10 17:06:00,On Time,0,N/A,Fog
FL4707,Lufthansa,YYZ,AMS,2025-04-10 09:19:00,On Time,0,N/A,Windy
FL8375,Turkish Airlines,CDG,JFK,2025-04-10 01:40:00,On Time,0,N/A,Storm
FL8460,Turkish Airlines,ICN,SFO,2025-04-10 11:48:00,On Time,0,N/A,Windy
FL5282,United,PEK,SIN,2025-04-10 06:46:00,On Time,0,N/A,Storm
FL5375,United,LAX,SIN,2025-04-10 06:19:00,On Time,0,N/A,Storm
FL2265,Delta,ATL,YYZ,2025-04-10 09:26:00,On Time,0,N/A,Snow
FL1285,Singapore Airlines,PEK,FRA,2025-04-10 05:10:00,On Time,0,N/A,Snow
FL1596,Lufthansa,AMS,SFO,2025-04-10 09:35:00,On Time,0,N/A,Storm
FL6664,Emirates,SYD,LAX,2025-04-10 08:12:00,On Time,0,N/A,Clear
FL5986,British Airways,DXB,AMS,2025-04-10 13:25:00,On Time,0,N/A,Fog
FL3920,Turkish Airlines,SYD,ATL,2025-04-10 20:14:00,On Time,0,N/A,Storm
FL8617,United,JFK,SYD,2025-04-10 11:40:00,On Time,0,N/A,Rain
FL7433,United,HND,YYZ,2025-04-10 20:36:00,Canceled,0,N/A,Snow
FL3138,Lufthansa,LHR,SYD,2025-04-10 06:40:00,On Time,0,N/A,Clear
FL2428,Delta,SIN,ORD,2025-04-10 12:15:00,On Time,0,N/A,Snow
FL7076,Delta,YYZ,LAX,2025-04-10 11:33:00,On Time,0,N/A,Storm
FL1690,American Airlines,ICN,SIN,2025-04-10 21:30:00,On Time,0,N/A,Clear
FL7012,Air France,LHR,YYZ,2025-04-10 15:03:00,On Time,0,N/A,Snow
FL2842,Delta,HND,AMS,2025-04-10 05:59:00,Delayed,194,Technical Issue,Snow
FL7697,Turkish Airlines,DXB,YYZ,2025-04-10 19:25:00,Delayed,271,Weather,Storm
FL4760,Turkish Airlines,SYD,ATL,2025-04-10 16:59:00,Canceled,0,N/A,Windy
FL8893,American Airlines,SFO,LHR,2025-04-10 22:17:00,On Time,0,N/A,Rain
FL6106,Delta,LHR,PEK,2025-04-10 12:44:00,On Time,0,N/A,Clear
FL6192,Singapore Airlines,SYD,ICN,2025-04-10 04:15:00,On Time,0,N/A,Clear
FL7415,British Airways,SYD,SIN,2025-04-10 03:49:00,On Time,0,N/A,Snow
FL6013,Turkish Airlines,CDG,DXB,2025-04-10 02:49:00,On Time,0,N/A,Windy
FL4488,Qatar Airways,FRA,SIN,2025-04-10 19:33:00,Canceled,0,N/A,Clear
FL7030,Singapore Airlines,AMS,ATL,2025-04-10 18:55:00,On Time,0,N/A,Storm
FL1412,American Airlines,CDG,YYZ,2025-04-10 00:22:00,On Time,0,N/A,Clear
FL3514,Delta,PEK,SFO,2025-04-10 14:30:00,On Time,0,N/A,Snow
FL5447,Lufthansa,ICN,HND,2025-04-10 04:29:00,Delayed,298,Technical Issue,Storm
FL7874,Lufthansa,PEK,DXB,2025-04-10 10:43:00,Delayed,56,Technical Issue,Fog
FL7072,American Airlines,SYD,ATL,2025-04-10 11:42:00,On Time,0,N/A,Rain
FL6949,British Airways,FRA,HND,2025-04-10 00:14:00,Delayed,114,Late Arrival of Aircraft,Fog
FL9996,British Airways,ORD,SIN,2025-04-10 22:24:00,On Time,0,N/A,Rain
FL2947,Lufthansa,PEK,LHR,2025-04-10 11:26:00,On Time,0,N/A,Storm
FL1264,British Airways,HND,PEK,2025-04-10 12:14:00,On Time,0,N/A,Rain
FL3294,Qatar Airways,CDG,SIN,2025-04-10 19:26:00,On Time,0,N/A,Snow
FL2757,British Airways,PEK,SFO,2025-04-10 17:05:00,On Time,0,N/A,Fog
FL1333,United,ICN,SFO,2025-04-10 21:29:00,On Time,0,N/A,Fog
FL9840,Delta,SYD,ORD,2025-04-10 04:08:00,Delayed,146,Air Traffic Congestion,Storm
FL9250,Emirates,HND,PEK,2025-04-10 11:01:00,On Time,0,N/A,Rain
FL2925,Qatar Airways,ORD,SIN,2025-04-10 22:17:00,Delayed,189,Air Traffic Congestion,Fog
FL7551,Delta,SFO,PEK,2025-04-10 09:55:00,On Time,0,N/A,Storm
FL1342,Lufthansa,SFO,ATL,2025-04-10 12:01:00,Canceled,0,N/A,Clear
FL9768,Delta,SYD,ATL,2025-04-10 01:00:00,On Time,0,N/A,Rain
FL8074,Qatar Airways,AMS,SIN,2025-04-10 22:22:00,Canceled,0,N/A,Snow
FL7843,Singapore Airlines,SIN,ATL,2025-04-10 10:56:00,On Time,0,N/A,Windy
FL1279,Air France,AMS,JFK,2025-04-10 11:46:00,On Time,0,N/A,Storm
FL3945,Singapore Airlines,HND,DXB,2025-04-10 20:46:00,On Time,0,N/A,Storm
FL5034,Qatar Airways,JFK,ICN,2025-04-10 09:23:00,On Time,0,N/A,Storm
FL2951,British Airways,LAX,ATL,2025-04-10 05:38:00,Delayed,126,Air Traffic Congestion,Storm
FL2423,Delta,PEK,LAX,2025-04-10 18:15:00,On Time,0,N/A,Rain
FL1955,Air France,AMS,PEK,2025-04-10 10:55:00,Delayed,156,Late Arrival of Aircraft,Storm
FL8342,Turkish Airlines,JFK,ORD,2025-04-10 21:37:00,Canceled,0,N/A,Snow
FL3780,United,DXB,ORD,2025-04-10 01:08:00,On Time,0,N/A,Storm
FL1615,Emirates,SYD,ATL,2025-04-10 05:01:00,On Time,0,N/A,Fog
FL6057,United,DXB,ATL,2025-04-10 19:08:00,Canceled,0,N/A,Storm
FL2774,Delta,HND,PEK,2025-04-10 11:55:00,On Time,0,N/A,Snow
FL4374,Qatar Airways,SYD,ATL,2025-04-10 13:55:00,Canceled,0,N/A,Snow
FL5689,Emirates,FRA,HND,2025-04-10 18:34:00,On Time,0,N/A,Clear
FL2251,Lufthansa,SIN,ICN,2025-04-10 22:27:00,On Time,0,N/A,Snow
FL4992,United,LAX,SYD,2025-04-10 07:59:00,Delayed,4,Technical Issue,Rain
FL5625,American Airlines,PEK,YYZ,2025-04-10 22:06:00,Delayed,173,Weather,Snow
FL1358,Singapore Airlines,LHR,FRA,2025-04-10 06:17:00,Canceled,0,N/A,Snow
FL9113,Turkish Airlines,PEK,DXB,2025-04-10 00:10:00,On Time,0,N/A,Windy
FL1423,Air France,LHR,YYZ,2025-04-10 19:01:00,On Time,0,N/A,Windy
FL8517,Air France,LAX,HND,2025-04-11 08:30:00,On Time,0,N/A,Snow
FL9659,British Airways,PEK,JFK,2025-04-11 18:53:00,On Time,0,N/A,Rain
FL5885,Lufthansa,HND,FRA,2025-04-11 03:58:00,On Time,0,N/A,Clear
FL3866,Turkish Airlines,SYD,JFK,2025-04-11 23:22:00,Delayed,107,Security Issue,Snow
FL5589,Emirates,ORD,SYD,2025-04-11 07:35:00,On Time,0,N/A,Windy
FL4469,Lufthansa,SFO,DXB,2025-04-11 10:43:00,Delayed,43,Technical Issue,Windy
FL6741,Singapore Airlines,YYZ,HND,2025-04-11 18:21:00,Delayed,93,Air Traffic Congestion,Snow
FL3507,Qatar Airways,PEK,CDG,2025-04-11 17:36:00,On Time,0,N/A,Fog
FL6783,Delta,PEK,JFK,2025-04-11 11:16:00,Delayed,248,Weather,Snow
FL3616,Singapore Airlines,FRA,CDG,2025-04-11 03:10:00,On Time,0,N/A,Rain
FL9744,Qatar Airways,CDG,LHR,2025-04-11 21:28:00,On Time,0,N/A,Storm
FL2246,Air France,SFO,SYD,2025-04-11 11:42:00,Delayed,244,Late Arrival of Aircraft,Fog
FL5491,American Airlines,SIN,DXB,2025-04-11 12:38:00,On Time,0,N/A,Rain
FL6040,United,DXB,AMS,2025-04-11 07:52:00,Delayed,135,Crew Shortage,Fog
FL5935,American Airlines,ATL,CDG,2025-04-11 07:07:00,On Time,0,N/A,Rain
FL6686,American Airlines,HND,SYD,2025-04-11 10:12:00,On Time,0,N/A,Rain
FL9631,United,ORD,SYD,2025-04-11 00:18:00,On Time,0,N/A,Snow
FL7877,British Airways,HND,ATL,2025-04-11 20:53:00,On Time,0,N/A,Rain
FL3707,Lufthansa,LAX,PEK,2025-04-11 21:32:00,Canceled,0,N/A,Fog
FL5881,United,JFK,PEK,2025-04-11 07:49:00,Delayed,287,Weather,Storm
FL7703,British Airways,ICN,FRA,2025-04-11 17:02:00,On Time,0,N/A,Windy
FL8212,American Airlines,CDG,LAX,2025-04-11 07:56:00,On Time,0,N/A,Snow
FL1789,Singapore Airlines,JFK,HND,2025-04-11 02:15:00,On Time,0,N/A,Rain
FL6790,United,JFK,AMS,2025-04-11 06:47:00,On Time,0,N/A,Snow
FL4188,Lufthansa,ICN,CDG,2025-04-11 03:09:00,On Time,0,N/A,Fog
FL9719,Turkish Airlines,HND,ORD,2025-04-11 00:45:00,On Time,0,N/A,Clear
FL9114,United,LHR,HND,2025-04-11 04:49:00,On Time,0,N/A,Snow
FL1644,United,ICN,YYZ,2025-04-11 01:36:00,On Time,0,N/A,Storm
FL9822,American Airlines,ORD,SYD,2025-04-11 05:27:00,On Time,0,N/A,Rain
FL5777,Emirates,ORD,SYD,2025-04-11 11:01:00,On Time,0,N/A,Snow
FL1444,Lufthansa,LHR,SIN,2025-04-11 23:48:00,Delayed,115,Crew Shortage,Storm
FL6924,Delta,ICN,FRA,2025-04-11 15:50:00,On Time,0,N/A,Fog
FL1088,British Airways,ORD,SFO,2025-04-11 20:40:00,On Time,0,N/A,Windy
FL1255,United,ICN,PEK,2025-04-11 10:50:00,On Time,0,N/A,Rain
FL7780,United,FRA,AMS,2025-04-11 05:29:00,On Time,0,N/A,Fog
FL6459,Emirates,ORD,SYD,2025-04-11 22:08:00,On Time,0,N/A,Snow
FL5007,Qatar Airways,YYZ,ORD,2025-04-11 08:26:00,On Time,0,N/A,Clear
FL4573,Delta,ICN,YYZ,2025-04-11 17:16:00,On Time,0,N/A,Fog
FL1483,Lufthansa,ICN,ORD,2025-04-11 06:14:00,Delayed,145,Late Arrival of Aircraft,Storm
FL1696,American Airlines,CDG,LAX,2025-04-11 23:03:00,Delayed,278,Crew Shortage,Storm
FL2604,Singapore Airlines,LHR,YYZ,2025-04-11 04:52:00,Delayed,130,Technical Issue,Snow
FL2647,Qatar Airways,SFO,ATL,2025-04-11 00:59:00,On Time,0,N/A,Snow
FL5942,Air France,SIN,PEK,2025-04-11 20:34:00,On Time,0,N/A,Storm
FL8907,Air France,SYD,YYZ,2025-04-11 03:26:00,On Time,0,N/A,Rain
FL8634,Singapore Airlines,LAX,PEK,2025-04-11 05:45:00,Canceled,0,N/A,Fog
FL3778,United,HND,SYD,2025-04-11 13:47:00,On Time,0,N/A,Windy
FL7152,United,AMS,CDG,2025-04-11 23:17:00,Delayed,257,Security Issue,Fog
FL1091,Delta,ORD,AMS,2025-04-11 09:13:00,Delayed,110,Crew Shortage,Snow
FL2233,American Airlines,PEK,SIN,2025-04-11 11:44:00,Canceled,0,N/A,Storm
FL5968,Emirates,DXB,SYD,2025-04-11 14:04:00,On Time,0,N/A,Storm
FL5076,American Airlines,YYZ,ORD,2025-04-11 06:58:00,On Time,0,N/A,Rain
FL2545,Emirates,ATL,SFO,2025-04-11 07:13:00,On Time,0,N/A,Clear
FL9401,Air France,YYZ,ORD,2025-04-11 00:58:00,On Time,0,N/A,Windy
FL3864,Turkish Airlines,DXB,SYD,2025-04-11 05:46:00,On Time,0,N/A,Storm
FL4649,British Airways,LHR,ATL,2025-04-11 22:02:00,On Time,0,N/A,Fog
FL6328,Delta,ORD,ATL,2025-04-11 14:32:00,On Time,0,N/A,Storm
FL5412,Lufthansa,CDG,LHR,2025-04-11 11:50:00,On Time,0,N/A,Snow
FL8575,Delta,CDG,DXB,2025-04-11 03:21:00,On Time,0,N/A,Rain
FL9163,Qatar Airways,ICN,AMS,2025-04-11 17:24:00,On Time,0,N/A,Storm
FL8313,Air France,SYD,CDG,2025-04-11 12:26:00,On Time,0,N/A,Clear
FL6133,Delta,LHR,JFK,2025-04-11 19:12:00,On Time,0,N/A,Rain
FL6268,British Airways,CDG,JFK,2025-04-11 00:37:00,On Time,0,N/A,Rain
FL8457,British Airways,DXB,ATL,2025-04-11 13:30:00,Canceled,0,N/A,Fog
FL9993,Emirates,HND,ORD,2025-04-11 06:30:00,On Time,0,N/A,Snow
FL5885,Emirates,CDG,ATL,2025-04-11 11:44:00,Delayed,18,Weather,Fog
FL8486,Lufthansa,DXB,JFK,2025-04-11 01:42:00,Delayed,262,Crew Shortage,Storm
FL8111,Lufthansa,SIN,FRA,2025-04-11 11:05:00,On Time,0,N/A,Snow
FL8533,American Airlines,LAX,ATL,2025-04-11 22:18:00,On Time,0,N/A,Rain
FL7333,Qatar Airways,YYZ,SIN,2025-04-11 20:37:00,Delayed,229,Weather,Fog
FL9466,Singapore Airlines,ATL,SIN,2025-04-11 17:51:00,Delayed,295,Air Traffic Congestion,Snow
FL1058,Emirates,CDG,AMS,2025-04-11 15:50:00,On Time,0,N/A,Clear
FL1912,Turkish Airlines,CDG,PEK,2025-04-11 18:42:00,Delayed,202,Crew Shortage,Snow
FL2982,American Airlines,ORD,LAX,2025-04-11 01:09:00,On Time,0,N/A,Storm
FL3534,British Airways,YYZ,FRA,2025-04-11 05:07:00,On Time,0,N/A,Rain
FL7216,United,LAX,ORD,2025-04-11 16:53:00,Delayed,28,Technical Issue,Snow
FL1416,British Airways,JFK,LAX,2025-04-11 16:58:00,On Time,0,N/A,Storm
FL3402,Turkish Airlines,LHR,SFO,2025-04-11 08:06:00,Delayed,255,Crew Shortage,Storm
FL9266,Turkish Airlines,FRA,ORD,2025-04-11 00:53:00,On Time,0,N/A,Storm
FL8338,Turkish Airlines,CDG,AMS,2025-04-11 04:04:00,Delayed,214,Crew Shortage,Fog
FL5685,Lufthansa,LHR,SYD,2025-04-11 07:41:00,Canceled,0,N/A,Clear
FL7166,American Airlines,CDG,DXB,2025-04-11 08:42:00,Delayed,70,Late Arrival of Aircraft,Fog
FL1210,American Airlines,HND,SFO,2025-04-11 22:45:00,Delayed,53,Air Traffic Congestion,Clear
FL1864,Delta,PEK,SYD,2025-04-11 09:25:00,On Time,0,N/A,Rain
FL2070,British Airways,AMS,ATL,2025-04-11 14:02:00,On Time,0,N/A,Rain
FL8339,Delta,AMS,HND,2025-04-11 16:06:00,On Time,0,N/A,Rain
FL4646,Air France,FRA,SYD,2025-04-11 04:48:00,On Time,0,N/A,Rain
FL8075,Air France,DXB,FRA,2025-04-11 21:24:00,On Time,0,N/A,Rain
FL9039,Turkish Airlines,ICN,HND,2025-04-11 11:13:00,Canceled,0,N/A,Snow
FL2419,Singapore Airlines,ORD,DXB,2025-04-11 04:34:00,Delayed,49,Late Arrival of Aircraft,Windy
FL7098,United,AMS,SIN,2025-04-11 20:20:00,On Time,0,N/A,Clear
FL2942,United,LAX,FRA,2025-04-11 03:29:00,On Time,0,N/A,Windy
FL1414,Emirates,CDG,PEK,2025-04-11 12:15:00,On Time,0,N/A,Clear
